,,,,,,,,,,,,Methane as objective,,,,,,,,,,,
DvH,rxn00173,No,No,Acetyl-CoAorthophosphate acetyltransferase,Threonine anaerobic catabolism gene cluster,Metabolic_Overview,208543,-1000,1000,Reversible/bi-directional,Intracellular,17.46410537,22.22750069,25.13052995,25.22053394,22.93341363,23.10937358,22.94283402,24.4853662,27.75709629,25.96186721,27.22061665,25.71194921
DvH,rxn01351,No,No,2-Deoxyguanosine 5-triphosphate pyrophosphohydrolase,"""",Metabolic_Overview,206625,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08309,Yes,Yes,CDP-diacylglycerol synthetase (n-C160),"""",Metabolic_Overview,206296,-1000,1000,Reversible/bi-directional,Intracellular,0.004000442,0.003039941,0.003228641,0.003236925,0.002474805,0.004340551,0.005642833,0.005298208,0.005233978,0.004279014,0.005079979,0.006058943
DvH,rxn01509,No,No,ATP(d)GMP phosphotransferase,"""",Metabolic_Overview,206328,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05381,No,No,14-methyl-3-hydroxy-hexa-decanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05446,No,No,6-methyl-trans-hept-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid biosynthesis,Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05414,No,No,6-methyl-3-oxo-heptanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05386,No,No,5-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00789,Yes,Yes,1-(5-Phospho-D-ribosyl)-ATPpyrophosphate phosphoribosyl-transferase,Histidine Biosynthesis,Metabolic_Overview,209044,-1000,1000,Reversible/bi-directional,Intracellular,-0.005939164,-0.004513179,-0.004793329,-0.004805627,-0.003674163,-0.006444101,-0.008377503,-0.007865863,-0.007770506,-0.006352741,-0.007541875,-0.008995271
DvH,rxn05390,No,No,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05435,No,No,8-methyl-trans-dec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid biosynthesis,Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05461,No,No,3-Hydroxyoctodecanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00692,No,No,"5,10-Methylenetetrahydrofolateglycine hydroxymethyltransferase",Glycine Biosynthesis,Metabolic_Overview,206642,-1000,1000,Reversible/bi-directional,Intracellular,-0.050953756,0.144101633,0.153046563,0.153439242,0.11731263,0.205754179,-0.071872948,0.251149749,0.248105081,0.202837146,0.240805088,0.287210698
DvH,rxn12844,No,No,Gly-Cys aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01678,No,No,ATPnucleoside-diphosphate phosphatransferase,pyrimidine conversions v2,Metabolic_Overview,207820,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10481,No,No,Copper transport via ABC system,"""",Metabolic_Overview,(( 207811 ) or ( 208306 )),0,1000,Irreversible/uni-directional,Transport,0.000197972,0.000150439,0.000159778,0.000160188,0.000122472,0.000214803,0.00027925,0.000262195,0.000259017,0.000211758,0.000251396,0.000299842
DvH,rxn09108,No,No,Phosphatidylglycerol synthase (n-C120),Competence or DNA damage-inducible protein CinA and related protein families,Metabolic_Overview,207312,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn06077,No,No,L-methionineoxidized-thioredoxin S-oxidoreductase,Cluster Ytf and putative sugar transporter,Metabolic_Overview,207455,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01332,Yes,Yes,PhosphoenolpyruvateD-erythrose-4-phosphate,Chorismate Synthesis,Metabolic_Overview,209398,0,1000,Irreversible/uni-directional,Intracellular,0.023235085,0.017656372,0.018752369,0.018800483,0.01437399,0.025210486,0.032774307,0.030772679,0.030399624,0.02485307,0.029505176,0.035191126
DvH,rxn03068,No,No,"(R)-2,3-Dihydroxy-3-methylbutanoateNADP+ oxidoreductase",Branched-Chain Amino Acid Biosynthesis,Metabolic_Overview,206820,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00410,No,No,UTPammonia ligase(ADP-forming),"""",Metabolic_Overview,207074,-1000,1000,Reversible/bi-directional,Intracellular,0.010475347,0.00796023,0.008454351,0.008476043,0.006480395,0.011365941,0.014776027,0.01387361,0.013705421,0.011204803,0.013302166,0.01586563
DvH,rxn02895,Yes,Yes,5-Phospho-D-ribosylamineglycine ligase (ADP-forming),De Novo Purine Biosynthesis,Metabolic_Overview,209424,0,1000,Irreversible/uni-directional,Intracellular,0.017054316,0.012959598,0.013764048,0.013799364,0.010550363,0.018504241,0.024056009,0.022586834,0.022313016,0.018241901,0.0216565,0.02582993
DvH,rxn10216,No,No,isotetradecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,207147,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05361,No,No,4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09211,No,No,Phosphatidylserine syntase (n-C181),"""",Metabolic_Overview,208493,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09208,Yes,Yes,Phosphatidylserine syntase (n-C160),"""",Metabolic_Overview,208493,0,1000,Irreversible/uni-directional,Intracellular,0.004000442,0.003039941,0.003228641,0.003236925,0.002474805,0.004340551,0.005642833,0.005298208,0.005233978,0.004279014,0.005079979,0.006058943
DvH,rxn01807,No,No,ATPpyridoxal 5-phosphotransferase,Pyridoxin (Vitamin B6) Biosynthesis,Metabolic_Overview,206196,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08971,No,No,NADH dehydrogenase (menaquinone-8  0 protons),Carboxysome,Metabolic_Overview,(( 206809 ) or ( 206603 ) or ( 208734 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05405,No,No,15-methyl-3-oxo-hexa-decanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00438,No,No,ATPthiamin-phosphate phosphotransferase,Thiamin biosynthesis,Metabolic_Overview,209089,-1000,1000,Reversible/bi-directional,Intracellular,1.40E-05,1.06E-05,1.13E-05,1.13E-05,8.65E-06,1.52E-05,1.97E-05,1.85E-05,1.83E-05,1.50E-05,1.78E-05,2.12E-05
DvH,rxn05368,No,No,8-methyl-3-oxo-decanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03951,No,No,NAD-dependent threonine 4-phosphate dehydrogenase,"""",Metabolic_Overview,207725,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10261,No,No,isotetradecanoyl-CDPdiacylglycerolsn-glycerol-3-phosphate 3-phosphatidyltransferase,Competence or DNA damage-inducible protein CinA and related protein families,Metabolic_Overview,207312,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05456,No,No,14-methyl-pentadecanoyl-ACP[acyl-carrier-protein] transferase,Fatty acid biosynthesis,Metabolic_Overview,206688,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn12634,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10232,No,No,isoheptadecanoyl-phosphatidylserine decarboxylase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,208492,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn06377,No,No,glycinelipoylprotein oxidoreductase (decarboxylating and,Glycine and Serine Utilization,Metabolic_Overview,( 206868 and 206869 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05149,No,No,Manganese-ABC transport,Transporters ,Metabolic_Overview,209032,0,1000,Irreversible/uni-directional,Transport,0.000197972,0.000150439,0.000159778,0.000160188,0.000122472,0.000214803,0.00027925,0.000262195,0.000259017,0.000211758,0.000251396,0.000299842
DvH,rxn00300,No,No,"GTP 7,8-8,9-dihydrolase (pyrophosphate-forming)","""",Metabolic_Overview,206638,0,1000,Irreversible/uni-directional,Intracellular,2.80E-05,2.12E-05,2.26E-05,2.26E-05,1.73E-05,3.03E-05,3.94E-05,3.70E-05,3.66E-05,2.99E-05,3.55E-05,4.23E-05
DvH,rxn00206,No,No,Superoxidesuperoxide oxidoreductase,Nitric oxide synthase,Metabolic_Overview,207901,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01962,No,No,XTP pyrophosphohydrolase,"""",Metabolic_Overview,206625,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00907,No,No,"5,10-methylenetetrahydrofolateNADP+ oxidoreductase",One-carbon metabolism by tetrahydropterines,Metabolic_Overview,209257,-1000,1000,Reversible/bi-directional,Intracellular,0.040061777,0.030442997,0.032332708,0.032415666,0.024783536,0.043467751,0.05650924,0.053058046,0.052414828,0.042851497,0.050872627,0.060676304
DvH,rxn09210,No,No,Phosphatidylserine syntase (n-C180),"""",Metabolic_Overview,208493,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05619,No,No,molybdate transport via ABC system,Transporters ,Metabolic_Overview,( 209110 and 209113 and 209114 ),0,1000,Irreversible/uni-directional,Transport,0.000197972,0.000150439,0.000159778,0.000160188,0.000122472,0.000214803,0.00027925,0.000262195,0.000259017,0.000211758,0.000251396,0.000299842
DvH,rxn05327,Yes,Yes,Decanoyl-[acyl-carrier protein]malonyl-CoA,Fatty acid biosynthesis,Metabolic_Overview,206221,-1000,1000,Reversible/bi-directional,Intracellular,-0.012878095,-0.009786081,-0.01039354,-0.010420207,-0.007966814,-0.013972965,-0.018165229,-0.017055822,-0.016849056,-0.013774866,-0.016353306,-0.019504756
DvH,rxn05410,No,No,4-methyl-3-oxo-pentanoyl-ACPNADP+ oxidoreductase,Fatty acid biosynthesis,Metabolic_Overview,(( 208656 ) or ( 208058 ) or ( 208656 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05423,No,No,10-methyl-3-hydroxy-undecanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01269,No,No,PrephenateNADP+ oxidoreductase(decarboxylating),Chorismate Synthesis,Metabolic_Overview,209400,0,1000,Irreversible/uni-directional,Intracellular,0.008644826,0.006569214,0.00697699,0.006994891,0.005347974,0.009379792,0.01219398,0.011449256,0.011310458,0.009246812,0.010977671,0.01309318
DvH,rxn04048,No,No,cobalt-precorrin-4 methyltransferase,Cobalamin synthesis,Metabolic_Overview,208254,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02405,Yes,Yes,CTP3-deoxy-D-manno-octulosonate cytidylyltransferase,KDO2-Lipid A biosynthesis,Metabolic_Overview,(( 208632 ) or ( 209275 )),0,1000,Irreversible/uni-directional,Intracellular,0.002438606,0.0018531,0.001968129,0.001973178,0.001508602,0.002645931,0.003439781,0.003229703,0.00319055,0.002608419,0.003096674,0.003693435
DvH,rxn00790,Yes,Yes,5-Phosphoribosylaminepyrophosphate phosphoribosyltransferase,"""",Metabolic_Overview,209093,-1000,1000,Reversible/bi-directional,Intracellular,-0.017054316,-0.012959598,-0.013764048,-0.013799364,-0.010550363,-0.018504241,-0.024056009,-0.022586834,-0.022313016,-0.018241901,-0.0216565,-0.02582993
DvH,rxn01018,Yes,Yes,Carbamoyl-phosphateL-aspartate carbamoyltransferase,"""",Metabolic_Overview,208411,0,1000,Irreversible/uni-directional,Intracellular,0.020737551,0.015758493,0.016736681,0.016779624,0.012828933,0.022500617,0.029251405,0.027464931,0.027131976,0.02218162,0.026333672,0.031408441
DvH,rxn00806,Yes,Yes,L-Leucine2-oxoglutarate aminotransferase,Alanine biosynthesis,Metabolic_Overview,(( 208562 ) or ( 208718 )),-1000,1000,Reversible/bi-directional,Intracellular,-0.028241435,-0.021460704,-0.022792851,-0.022851331,-0.017471083,-0.030642467,-0.039836027,-0.037403118,-0.036949683,-0.030208041,-0.035862513,-0.042773587
DvH,rxn00060,No,No,Porphobilinogen ammonia-lyase (polymerizing),"""",Metabolic_Overview,207357,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00006,No,No,hydrogen-peroxidehydrogen-peroxide oxidoreductase,Photorespiration (oxidative C2 cycle),Metabolic_Overview,209629,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01000,Yes,Yes,Prephenate hydro-lyase (decarboxylating),Chorismate Synthesis,Metabolic_Overview,(( 206099 ) or ( 209398 )),0,1000,Irreversible/uni-directional,Intracellular,0.011027011,0.00837944,0.008899584,0.008922418,0.006821673,0.011964506,0.015554178,0.014604236,0.01442719,0.011794882,0.014002699,0.016701163
DvH,rxn05462,No,No,trans-Octodec-2-enoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00675,No,No,Propinol adenylateCoA ligase (AMP-forming),Ketoisovalerate oxidoreductase,Metabolic_Overview,(( 207735 ) or ( 208482 ) or ( 408300 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09202,No,No,Phosphatidylserine decarboxylase (n-C180),Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,208492,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02834,Yes,Yes,Phosphoribosyl-ATP pyrophosphohydrolase,"""",Metabolic_Overview,209043,0,1000,Irreversible/uni-directional,Intracellular,0.005939164,0.004513179,0.004793329,0.004805627,0.003674163,0.006444101,0.008377503,0.007865863,0.007770506,0.006352741,0.007541875,0.008995271
DvH,rxn08550,Yes,Yes,glycerol-3-phosphate acyltransferase (C161),"""",Metabolic_Overview,( 408311 and 208730 ),0,1000,Irreversible/uni-directional,Intracellular,0.004715097,0.003583009,0.003805419,0.003815183,0.002916915,0.005115966,0.006650892,0.006244702,0.006168998,0.005043435,0.005987487,0.007141338
DvH,rxn05334,Yes,Yes,(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0.022308289,0.016952098,0.018004379,0.018050574,0.013800643,0.024204896,0.031467013,0.029545226,0.029187051,0.023861737,0.028328281,0.033787431
DvH,rxn02144,No,No,4-Carboxymethylbut-3-en-4-olide enol-lactonohydrolase,Catechol branch of beta-ketoadipate pathway,Metabolic_Overview,209588,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10336,No,No,stearoyl-cardiolipin synthase,Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,209360,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05394,No,No,9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase,"""",Metabolic_Overview,207856,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02305,No,No,2-Methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate4-methyl-5-,Thiamin biosynthesis,Metabolic_Overview,(( 207566 ) or ( 207851 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02341,Yes,Yes,N-[(R)-4-Phosphopantothenoyl]-L-cysteine carboxy-lyase,Coenzyme A Biosynthesis,Metabolic_Overview,208880,0,1000,Irreversible/uni-directional,Intracellular,3.61E-05,2.74E-05,2.91E-05,2.92E-05,2.23E-05,3.92E-05,5.09E-05,4.78E-05,4.72E-05,3.86E-05,4.59E-05,5.47E-05
DvH,rxn09310,No,No,thiazole phosphate synthesis,Alanine biosynthesis,Metabolic_Overview,(( 207230 and 207567 and 408350 and 207570 ) or ( 207567 and 207568 and 408350 and 207570 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03175,Yes,Yes,N-(5-Phospho-D-ribosylformimino)-5-amino-1-,Tryptophan synthesis,Metabolic_Overview,206472,-1000,1000,Reversible/bi-directional,Intracellular,0.005939164,0.004513179,0.004793329,0.004805627,0.003674163,0.006444101,0.008377503,0.007865863,0.007770506,0.006352741,0.007541875,0.008995271
DvH,rxn01643,Yes,Yes,L-Aspartate-4-semialdehydeNADP+ oxidoreductase (phosphorylating),Lysine Biosynthesis DAP Pathway,Metabolic_Overview,208563,-1000,1000,Reversible/bi-directional,Intracellular,-0.105312658,-0.445670147,-0.473334567,-0.474549025,-0.36281849,-0.636345982,-0.148549033,-0.776743074,-0.76732668,-0.627324332,-0.744749637,-0.88827053
DvH,rxn02473,Yes,Yes,D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate hydro-lyase,Histidine Biosynthesis,Metabolic_Overview,206474,0,1000,Irreversible/uni-directional,Intracellular,0.005939164,0.004513179,0.004793329,0.004805627,0.003674163,0.006444101,0.008377503,0.007865863,0.007770506,0.006352741,0.007541875,0.008995271
DvH,rxn08128,No,No,Amylomaltase (maltopentaose),Maltose and Maltodextrin Utilization,Metabolic_Overview,208667,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00834,No,No,IMPNAD+ oxidoreductase,"""",Metabolic_Overview,206478,-1000,1000,Reversible/bi-directional,Intracellular,0.015618736,0.011868698,0.012605433,0.012637775,0.009662265,0.016946611,0.022031047,0.020685543,0.020434774,0.016706354,0.019833522,0.023655645
DvH,rxn05293,Yes,Yes,MECDPDH,"""",Metabolic_Overview,206786,0,1000,Irreversible/uni-directional,Intracellular,3.79E-05,2.88E-05,3.06E-05,3.07E-05,2.35E-05,4.12E-05,5.35E-05,5.02E-05,4.96E-05,4.06E-05,4.82E-05,5.74E-05
DvH,rxn09209,Yes,Yes,Phosphatidylserine syntase (n-C161),"""",Metabolic_Overview,208493,0,1000,Irreversible/uni-directional,Intracellular,0.004715097,0.003583009,0.003805419,0.003815183,0.002916915,0.005115966,0.006650892,0.006244702,0.006168998,0.005043435,0.005987487,0.007141338
DvH,rxn12639,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00926,No,No,Adenine aminohydrolase,Purine conversions,Metabolic_Overview,209377,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10219,No,No,isohexadecanoyl-1-acylglycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,207147,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00786,Yes,Yes,"D-Fructose-1,6-bisphosphate D-glyceraldehyde-3-phosphate-lyase",Calvin-Benson cycle,Metabolic_Overview,207620,-1000,1000,Reversible/bi-directional,Intracellular,-0.045143585,-0.03430467,-0.036434089,-0.03652757,-0.02792731,-0.048981604,-0.063677396,-0.059788421,-0.059063611,-0.048287178,-0.057325783,-0.068373049
DvH,rxn05533,No,No,Dipeptide transport via ABC system (ala-asp),Transporters ,Metabolic_Overview,(( 207874 ) or ( 207955 and 207956 ) or ( 209098 and 209099 ) or ( 208073 ) or ( 207558 )),0,1000,Irreversible/uni-directional,Transport,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn03080,No,No,"6,7-Dimethyl-8-(1-D-ribityl)lumazine6,7-dimethyl-8-(1-D-ribityl)","Riboflavin, FMN and FAD metabolism",Metabolic_Overview,206637,-1000,1000,Reversible/bi-directional,Intracellular,5.59E-05,4.25E-05,4.51E-05,4.52E-05,3.46E-05,6.07E-05,7.89E-05,7.41E-05,7.32E-05,5.98E-05,7.10E-05,8.47E-05
DvH,rxn05150,No,No,Zinc-ABC transport,"""",Metabolic_Overview,(( 209033 and 206784 and 206785 ) or ( 206783 and 206784 and 206785 )),0,1000,Irreversible/uni-directional,Transport,0.000197972,0.000150439,0.000159778,0.000160188,0.000122472,0.000214803,0.00027925,0.000262195,0.000259017,0.000211758,0.000251396,0.000299842
DvH,rxn08656,No,No,Glycolate oxidase,Photorespiration (oxidative C2 cycle),Metabolic_Overview,(( 208541 and 206253 ) or ( 206253 and 206254 )),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn09198,No,No,Phosphatidylserine decarboxylase (n-C140),Glycerolipid and Glycerophospholipid Metabolism in Bacteria,Metabolic_Overview,208492,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn01362,Yes,Yes,Orotidine-5-phosphatepyrophosphate phosphoribosyltransferase,"""",Metabolic_Overview,208453,-1000,1000,Reversible/bi-directional,Intracellular,-0.020737551,-0.015758493,-0.016736681,-0.016779624,-0.012828933,-0.022500617,-0.029251405,-0.027464931,-0.027131976,-0.02218162,-0.026333672,-0.031408441
DvH,rxn10211,Yes,Yes,palmitoyl-1-acylglycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,207147,0,1000,Irreversible/uni-directional,Intracellular,0.004000442,0.003039941,0.003228641,0.003236925,0.002474805,0.004340551,0.005642833,0.005298208,0.005233978,0.004279014,0.005079979,0.006058943
DvH,rxn00227,No,No,Acetyl phosphate phosphohydrolase,"Pyruvate metabolism II: acetyl-CoA, acetogenesis from pyruvate",Metabolic_Overview,206631,0,1000,Irreversible/uni-directional,Intracellular,6.726380727,12.1761355,14.7049305,14.71711662,20.58610853,10.0753937,13.03025327,9.352054537,12.7698902,13.06951858,12.49179313,8.738528465
DvH,rxn01637,Yes,Yes,N2-Acetyl-L-ornithine2-oxoglutarate aminotransferase,Arginine Biosynthesis,Metabolic_Overview,207835,-1000,1000,Reversible/bi-directional,Intracellular,-0.018543433,-0.014091179,-0.014965872,-0.01500427,-0.011471579,-0.02011996,-0.026156486,-0.024559029,-0.024261302,-0.019834713,-0.023547462,-0.028085299
DvH,rxn05158,No,No,sn-Glycerol ABC transport,Glycerol and Glycerol-3-phosphate Uptake and Utilization,Metabolic_Overview,208682,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn08712,No,No,heptosyltransferase III (LPS core synthesis),LOS core oligosaccharide biosynthesis,Metabolic_Overview,206430,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05040,No,No,"3,4-Dihydroxy-2-butanone 4-phosphate synthase","""",Metabolic_Overview,(( 206638 ) or ( 206638 and 207240 )),0,1000,Irreversible/uni-directional,Intracellular,5.59E-05,4.25E-05,4.51E-05,4.52E-05,3.46E-05,6.07E-05,7.89E-05,7.41E-05,7.32E-05,5.98E-05,7.10E-05,8.47E-05
DvH,rxn02929,Yes,Yes,"2,3,4,5-TetrahydrodipicolinateNADP+ oxidoreductase",Lysine Biosynthesis DAP Pathway,Metabolic_Overview,207060,-1000,1000,Reversible/bi-directional,Intracellular,-0.022346341,-0.016981014,-0.01803509,-0.018081363,-0.013824184,-0.024246184,-0.031520688,-0.029595622,-0.029236837,-0.023902439,-0.028376602,-0.033845064
DvH,rxn12641,No,No,aminopeptidase,Dehydrogenase complexes,Metabolic_Overview,(( 209351 ) or ( 206766 ) or ( 209230 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00379,No,No,ATPsulfate adenylyltransferase,Cysteine Biosynthesis,Metabolic_Overview,(( 207016 ) or ( 206736 )),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn05450,No,No,14-methyl-trans-pentadec-2-enoyl-ACPNAD+ oxidoreductase (A-specific),Fatty acid biosynthesis,Metabolic_Overview,206221,0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn06493,No,No,dihydrolipoylproteinNAD+ oxidoreductase,Glycine and Serine Utilization,Metabolic_Overview,( 206867 and 206868 and 206869 and 206870 ),-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn10205,No,No,isoheptadecanoyl-glycerol-3-phosphate O-acyltransferase,"""",Metabolic_Overview,( 408311 and 208730 ),0,1000,Irreversible/uni-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn02402,No,No,Nicotinate-nucleotidepyrophosphate phosphoribosyltransferase,NAD and NADP cofactor biosynthesis global,Metabolic_Overview,207272,-1000,1000,Reversible/bi-directional,Intracellular,0,0,0,0,0,0,0,0,0,0,0,0
DvH,rxn00239,No,No,ATP(d)GMP phosphotransferase,"""",Metabolic_Overview,206328,-1000,1000,Reversible/bi-directional,Intracellular,0.015618736,0.011868698,0.012605433,0.012637775,0.009662265,0.016946611,0.022031047,0.020685543,0.020434774,0.016706354,0.019833522,0.023655645
